,full_name,selling_price,year,km_driven,fuel_type,transmission_type,company
15444,Hyundai EON D,197000,2012,46666,Petrol,Manual,Ford
15445,Maruti Wagon R,313000,2013,33000,Petrol,Manual,Audi
15446,Honda City i,825000,2016,48200,Petrol,Automatic,Maruti
15447,Maruti Alto 800,265000,2016,40000,Petrol,Manual,Maruti
15448,Toyota Innova 2.5,560000,2009,160000,Diesel,Manual,Hyundai
15449,Mercedes-Benz C-Class 220,2399000,2015,37000,Diesel,Automatic,Ford
15450,Maruti Swift Dzire,520000,2014,93000,Diesel,Manual,Maruti
15451,Maruti 800 AC,45000,2007,100000,Petrol,Manual,Maruti
15452,Ford Aspire 1.5,844999,2019,5837,Diesel,Manual,Hyundai
15453,Audi R8 4.2,4200000,2009,28000,Petrol,Automatic,Maruti
15454,Maruti Swift VDI,349000,2011,83000,Diesel,Manual,Maruti
15455,Maruti Alto LX,75000,2003,90000,Petrol,Manual,Hyundai
15456,Hyundai i20 Sportz,325000,2011,78000,Diesel,Manual,Hyundai
15457,Ford Figo 1.2P,340000,2016,61304,Petrol,Manual,Honda
15458,Maruti Swift Dzire,925000,2019,22000,Diesel,Manual,Mercedes-Benz
15459,Maruti Alto 800,295000,2018,40000,Petrol,Manual,Mahindra
15460,Hyundai i10 Sportz,300000,2009,95721,Petrol,Manual,Hyundai
15461,Maruti A-Star VXI,299000,2013,70000,Petrol,Manual,Maruti
15462,Maruti Swift Dzire,385000,2011,76000,Diesel,Manual,Honda
15463,Hyundai i20 Magna,425000,2014,37000,Petrol,Manual,Maruti
15464,Hyundai i20 Asta,395000,2012,50000,Petrol,Manual,Hyundai
15465,Honda Jazz 1.2,610000,2015,31700,Petrol,Automatic,Maruti
15466,Mercedes-Benz E-Class Exclusive,5000000,2018,25000,Diesel,Automatic,Hyundai
15467,Mahindra Scorpio S11,1465000,2017,22500,Diesel,Manual,Maruti
15468,Hyundai Xcent 1.1,425000,2017,132000,Diesel,Manual,Maruti
15469,Maruti Swift Dzire,600000,2018,30000,Petrol,Manual,Honda
15470,Honda Jazz 1.2,484999,2015,63000,Petrol,Manual,Maruti
15471,Maruti Wagon R,290000,2011,12000,Petrol,Manual,Maruti
15472,Hyundai Verna 1.6,434999,2011,66600,Diesel,Automatic,Maruti
15473,Maruti Swift Dzire,799000,2018,28229,Diesel,Automatic,Maruti
15474,Hyundai Verna 1.6,200000,2007,34000,Petrol,Manual,Honda
15475,Maruti Swift Dzire,650000,2015,68393,Diesel,Manual,Audi
15476,Maruti Ciaz VXi,550000,2015,42000,Petrol,Manual,Hyundai
15477,Honda City i-DTEC,1225000,2018,43181,Diesel,Manual,Tata
15478,Maruti Ciaz AT,795000,2017,21000,Petrol,Automatic,Volkswagen
15479,Maruti Ignis 1.2,470000,2018,10000,Petrol,Manual,Toyota
15480,Maruti Celerio VXI,470000,2016,20000,Petrol,Automatic,Jeep
15481,Maruti Eeco 5,420000,2019,4000,Petrol,Manual,Maruti
15482,Honda City 1.5,850000,2017,74000,Petrol,Manual,Mitsubishi
15483,Audi A6 35,2600000,2016,45000,Diesel,Automatic,Renault
15484,Hyundai Verna 1.6,475000,2013,60000,Diesel,Manual,Mercedes-Benz
15485,Tata Sumo Gold,400000,2014,70000,Diesel,Manual,Hyundai
15486,Volkswagen Polo 2015-2019,649000,2019,9000,Petrol,Manual,Ford
15487,Toyota Innova 2.5,775000,2012,180000,Diesel,Manual,Maruti
15488,Jeep Compass 2.0,1789999,2017,42000,Diesel,Manual,Skoda
15489,Maruti Alto K10,376000,2017,2700,Petrol,Manual,Mahindra
15490,Mitsubishi Pajero 2.8,350000,2006,120000,Diesel,Manual,Maruti
15491,Renault Duster 110PS,550000,2013,90000,Diesel,Manual,BMW
15492,Mercedes-Benz GLA Class,1499000,2015,58000,Diesel,Automatic,Maruti
15493,Hyundai Elantra CRDi,1395000,2016,27000,Diesel,Automatic,Honda
15494,Ford Figo Diesel,335000,2011,65000,Diesel,Manual,Maruti
15495,Maruti Swift Dzire,310000,2008,112000,Diesel,Manual,Audi
15496,Skoda Rapid 1.5,725000,2016,23000,Diesel,Automatic,Audi
15497,Mahindra XUV500 W4,900000,2016,36000,Diesel,Manual,Honda
15498,Maruti Swift Dzire,750000,2019,35000,Diesel,Manual,Maruti
15499,BMW Z4 2009-2013,3300000,2011,24000,Petrol,Automatic,Mahindra
15500,Maruti Celerio ZXI,595000,2019,25202,Petrol,Automatic,Mahindra
15501,Honda City i,550000,2015,80000,Diesel,Manual,Skoda
15502,Maruti Swift Ldi,210000,2008,100000,Diesel,Manual,Honda
15503,Audi Q7 2006-2020,2250000,2014,95000,Diesel,Automatic,Maruti
15504,Audi A4 35,1775000,2015,28000,Diesel,Automatic,Volkswagen
15505,Honda City S,415000,2012,57000,Petrol,Manual,Maruti
15506,Maruti Wagon R,265000,2012,68000,Petrol,Manual,Hyundai
15507,Mahindra Renault Logan,320000,2007,10000,Diesel,Manual,Honda
15508,Mahindra XUV500 W6,994999,2016,37000,Diesel,Manual,Renault
15509,Skoda Octavia 2.0,2075000,2018,66850,Diesel,Automatic,Maruti
15510,Honda City i,655000,2014,68900,Diesel,Manual,Maruti
15511,Maruti Swift VDI,495000,2012,78231,Diesel,Manual,Maruti
15512,Volkswagen Polo Diesel,385000,2012,91000,Diesel,Manual,Tata
15513,Maruti Swift Dzire,300000,2018,30000,Petrol,Manual,Ford
15514,Hyundai Grand i10,434999,2017,33000,Petrol,Manual,Ford
15515,Honda Amaze SX,450000,2016,53000,Diesel,Manual,Maruti
15516,Renault Duster 85PS,700000,2016,62000,Diesel,Manual,Ford
15517,Maruti Vitara Brezza,944999,2017,45000,Diesel,Manual,Tata
15518,Maruti Baleno Delta,480000,2017,20000,Petrol,Manual,Maruti
15519,Maruti Eeco 7,285000,2011,93456,Petrol,Manual,BMW
15520,Tata Tiago 1.2,365000,2016,31000,Petrol,Manual,Mahindra
15521,Ford Mustang V8,6300000,2018,30000,Petrol,Automatic,Hyundai
15522,Ford Figo Diesel,250999,2012,151000,Diesel,Manual,Mahindra
15523,Maruti Wagon R,315000,2012,68000,CNG,Manual,Toyota
15524,Ford Aspire 1.5,500000,2017,70000,Diesel,Manual,Volkswagen
15525,Tata Nano XTA,335000,2018,6274,Petrol,Automatic,Mahindra
15526,Maruti SX4 S,590000,2016,38000,Diesel,Manual,Maruti
15527,BMW 6 Series,6500000,2019,9000,Diesel,Automatic,Audi
15528,Mahindra Quanto C6,320000,2015,79354,Diesel,Manual,Maruti
15529,Hyundai Verna VTVT,915000,2018,30000,Petrol,Manual,Skoda
15530,Mahindra Scorpio 2.6,475000,2010,93000,Diesel,Manual,Maruti
15531,Toyota Innova Crysta,1775000,2018,29000,Diesel,Manual,Toyota
15532,Volkswagen Tiguan 2.0,2400000,2017,80000,Diesel,Automatic,Land
15533,Mahindra Marazzo M6,1100000,2018,38000,Diesel,Manual,Renault
15534,Maruti Celerio X,475000,2019,15230,Petrol,Manual,Maruti
15535,Audi Q3 2.0,1989999,2014,71618,Diesel,Automatic,Toyota
15536,Maruti Alto LX,100000,2006,121153,Petrol,Manual,Maruti
15537,Skoda Rapid 1.6,500000,2013,40000,Diesel,Manual,Maruti
15538,Maruti Vitara Brezza,800000,2016,50000,Diesel,Manual,Maruti
15539,Toyota Fortuner 2016-2021,3175000,2018,96644,Diesel,Automatic,Hyundai
15540,Land Rover Range,4000000,2012,158648,Diesel,Automatic,Maruti
15541,Renault KWID 1.0,425000,2019,8500,Petrol,Automatic,Ford
15542,Maruti Celerio ZXI,459999,2015,35000,Petrol,Automatic,Hyundai
15543,Toyota Fortuner 4x2,1175000,2012,75000,Diesel,Automatic,Nissan
15544,Maruti Ertiga ZDI,730000,2013,74000,Diesel,Manual,Jaguar
15545,Maruti Omni 5,160000,2008,45000,Petrol,Manual,Hyundai
15546,Maruti Swift VVT,499000,2017,19072,Petrol,Manual,Maruti
15547,Hyundai i10 Magna,240000,2008,90000,Petrol,Manual,Maruti
15548,Maruti Ertiga ZDI,675000,2012,48475,Diesel,Manual,Maruti
15549,Ford Ecosport 1.5,535000,2013,50000,Petrol,Automatic,Hyundai
15550,Hyundai i10 Sportz,375000,2011,82000,Petrol,Manual,Mercedes-Benz
15551,Nissan Micra Diesel,100000,2010,50000,Diesel,Manual,Mahindra
15552,Jaguar XF 2.0,3500000,2017,7600,Diesel,Automatic,Ford
15553,Hyundai i20 Active,725000,2016,34000,Diesel,Manual,Honda
15554,Maruti SX4 S,900000,2017,70000,Diesel,Manual,Maruti
15555,Maruti Ertiga VXI,650000,2014,55392,CNG,Manual,Volkswagen
15556,Maruti Celerio ZXI,500000,2016,30000,Petrol,Automatic,Nissan
15557,Hyundai i10 Magna,200000,2009,50000,Petrol,Manual,Audi
15558,Mercedes-Benz CLA 200,2550000,2017,47000,Diesel,Automatic,Hyundai
15559,Mahindra XUV500 W6,1199000,2016,38988,Diesel,Manual,Maruti
15560,Ford Ecosport 2015-2021,750000,2017,36600,Diesel,Manual,Mahindra
15561,Honda Amaze VX,860000,2018,43772,Diesel,Manual,Maruti
15562,Maruti Baleno Alpha,690000,2016,55368,Diesel,Manual,Maruti
15563,Volkswagen Polo GT,380000,2013,35000,Diesel,Manual,Audi
15564,Nissan Sunny XV,350000,2011,119579,Petrol,Manual,Honda
15565,Audi Q3 2.0,1525000,2013,95300,Diesel,Automatic,Maruti
15566,Hyundai Grand i10,345000,2015,50000,Diesel,Manual,Maruti
15567,Maruti Wagon R,235000,2013,57000,Petrol,Manual,Toyota
15568,Mahindra KUV 100,400000,2017,30000,Petrol,Manual,Maruti
15569,Maruti Ertiga ZDI,630000,2013,74840,Diesel,Manual,Hyundai
15570,Maruti Vitara Brezza,664000,2016,120000,Diesel,Manual,Maruti
15571,Audi Q3 35,3100000,2019,13000,Diesel,Automatic,Toyota
15572,Honda WR-V i-VTEC,781000,2017,15200,Petrol,Manual,Volkswagen
15573,Maruti Swift VXI,428000,2015,70000,Petrol,Manual,Maruti
15574,Maruti Swift DDiS,555000,2015,82000,Diesel,Manual,Maruti
15575,Toyota Etios G,550000,2016,5000,Petrol,Manual,Renault
15576,Maruti Celerio VXI,450000,2017,15996,Petrol,Automatic,Maruti
15577,Hyundai i20 Asta,770000,2019,25000,Petrol,Manual,Chevrolet
15578,Maruti Wagon R,110000,2004,48500,Petrol,Manual,BMW
15579,Toyota Innova Crysta,2100000,2017,44000,Diesel,Manual,Maruti
15580,Volkswagen Vento 1.2,625000,2015,44300,Petrol,Automatic,Skoda
15581,Maruti Swift Dzire,475000,2015,28375,Diesel,Manual,Hyundai
15582,Maruti Swift Dzire,330000,2012,29548,Petrol,Manual,Maruti
15583,Renault KWID Climber,400000,2019,15000,Petrol,Manual,Tata
15584,Maruti Wagon R,395000,2016,39000,Petrol,Automatic,Maruti
15585,Chevrolet Beat LT,140000,2011,110000,Petrol,Manual,Maruti
15586,BMW 5 Series,1850000,2015,52000,Diesel,Automatic,Maruti
15587,Maruti Vitara Brezza,680000,2016,40000,Diesel,Manual,Hyundai
15588,Skoda Superb 2.8,385000,2010,72000,Petrol,Automatic,Maruti
15589,Hyundai i10 Magna,350000,2016,59265,Petrol,Manual,Hyundai
15590,Maruti Wagon R,165000,2008,44000,Petrol,Manual,Maruti
15591,Tata Nano XTA,275000,2017,8000,Petrol,Automatic,Maruti
15592,Maruti Swift Dzire,675000,2016,40000,Diesel,Manual,Hyundai
15593,Maruti Swift VVT,525000,2016,70000,Petrol,Manual,Maruti
15594,Maruti Swift VDI,625000,2017,58000,Diesel,Manual,Chevrolet
15595,Hyundai i20 Magna,560000,2017,9653,Petrol,Manual,BMW
15596,Maruti Alto K10,325000,2016,31000,CNG,Manual,Toyota
15597,Hyundai i20 1.4,318000,2011,30680,Diesel,Manual,Renault
15598,Maruti Celerio VXI,409999,2018,20067,Petrol,Manual,Hyundai
15599,Maruti Swift VDI,525000,2015,82250,Diesel,Manual,Maruti
15600,Hyundai Grand i10,490000,2015,49000,Petrol,Automatic,Hyundai
15601,Maruti Swift Dzire,725000,2017,58000,Petrol,Manual,Honda
15602,Chevrolet Beat Diesel,170000,2015,185000,Diesel,Manual,Maruti
15603,BMW X3 xDrive,3500000,2020,34000,Diesel,Automatic,Nissan
15604,Toyota Innova Crysta,1900000,2019,19000,Diesel,Automatic,Hyundai
15605,Renault Lodgy 85PS,430000,2015,152000,Diesel,Manual,Maruti
15606,Hyundai Grand i10,550000,2017,48000,Petrol,Manual,Maruti
15607,Maruti Swift Dzire,680000,2017,28221,Petrol,Manual,Nissan
15608,Hyundai i20 Era,360000,2012,84000,Diesel,Manual,Honda
15609,Honda Amaze V,825000,2019,20000,Petrol,Manual,Hyundai
15610,Maruti SX4 ZXI,325000,2010,50200,Petrol,Manual,Skoda
15611,Nissan Sunny Petrol,325000,2011,35000,Petrol,Manual,Nissan
15612,Hyundai i10 Era,190000,2009,81000,Petrol,Manual,Maruti
15613,Maruti Swift Dzire,325000,2010,70000,Diesel,Manual,Tata
15614,Maruti Alto K10,215000,2013,13000,Petrol,Manual,Ford
15615,Nissan Terrano XL,521000,2014,56227,Diesel,Manual,Maruti
15616,Honda City i,760000,2015,80000,Diesel,Manual,Hyundai
15617,Hyundai i10 Asta,395000,2012,47000,Petrol,Automatic,Honda
15618,Skoda Octavia Active,750000,2014,106380,Diesel,Manual,Maruti
15619,Nissan Sunny XL,480000,2015,60000,Petrol,Automatic,Toyota
15620,Maruti Baleno Zeta,650000,2016,23000,Petrol,Automatic,Tata
15621,Tata Zest Quadrajet,350000,2014,44000,Diesel,Manual,Maruti
15622,Ford Figo 1.5D,575000,2016,55000,Diesel,Manual,Maruti
15623,Maruti Alto 800,320000,2015,52000,Petrol,Manual,Toyota
15624,Hyundai Verna 1.6,885000,2018,35512,Diesel,Manual,Skoda
15625,Honda City i,645000,2016,49000,Petrol,Manual,Maruti
15626,Maruti Eeco CNG,295000,2011,58000,CNG,Manual,Hyundai
15627,Toyota Etios Liva,545000,2017,35000,Petrol,Manual,Volkswagen
15628,Tata Sumo Gold,610000,2017,40000,Diesel,Manual,Maruti
15629,Maruti Celerio ZXI,530000,2017,60000,Petrol,Automatic,BMW
15630,Maruti Baleno Alpha,675000,2019,30000,Petrol,Manual,Maruti
15631,Toyota Innova 2.5,775000,2009,126950,Diesel,Manual,Maruti
15632,Skoda Octavia Ambition,915000,2014,40000,Diesel,Automatic,Renault
15633,Maruti Vitara Brezza,994999,2018,20900,Diesel,Automatic,Hyundai
15634,Hyundai i20 1.2,730000,2017,54000,Petrol,Manual,Maruti
15635,Volkswagen Polo Diesel,365000,2012,65000,Diesel,Manual,Tata
15636,Maruti Baleno Alpha,760000,2018,18000,Petrol,Automatic,Maruti
15637,BMW 7 Series,1499000,2010,64000,Petrol,Automatic,Maruti
15638,Maruti Vitara Brezza,1050000,2018,60000,Diesel,Automatic,Fiat
15639,Maruti Swift Dzire,540000,2014,76000,Diesel,Manual,Ford
15640,Renault KWID AMT,375000,2018,35000,Petrol,Automatic,Datsun
15641,Hyundai Grand i10,370000,2015,52627,Diesel,Manual,Hyundai
15642,Maruti Alto 800,310000,2017,100000,Petrol,Manual,Hyundai
15643,Tata Nexon 1.5,900000,2019,24000,Diesel,Manual,Honda
15644,Maruti Celerio VXI,450000,2015,51118,Petrol,Automatic,Datsun
15645,Maruti Ertiga VDI,585000,2012,67000,Diesel,Manual,BMW
15646,Fiat Linea Active,160000,2010,60000,Diesel,Manual,Mercedes-Benz
15647,Ford Freestyle Titanium,650000,2018,25000,Petrol,Manual,Maruti
15648,Datsun RediGO T,295000,2016,38400,Petrol,Manual,Renault
15649,Hyundai i10 Sportz,350000,2011,55845,Petrol,Manual,Chevrolet
15650,Hyundai Verna 1.6,445000,2011,65000,Diesel,Manual,Honda
15651,Honda City 1.5,585000,2012,36905,Petrol,Manual,Honda
15652,Datsun RediGO T,170000,2016,30000,Petrol,Manual,Maruti
15653,BMW X1 sDrive,2700000,2017,40800,Diesel,Automatic,Toyota
15654,Mercedes-Benz S-Class S,2575000,2014,35000,Petrol,Automatic,Hyundai
15655,Maruti Ertiga SHVS,725000,2017,80000,Diesel,Manual,Ford
15656,Renault Fluence Diesel,600000,2012,95000,Diesel,Manual,Skoda
15657,Chevrolet Sail Hatchback,295000,2013,74000,Diesel,Manual,Maruti
15658,Honda Amaze V,720000,2018,11297,Diesel,Manual,Renault
15659,Honda Amaze S,550000,2016,70000,Petrol,Manual,Maruti
15660,Maruti Baleno Zeta,610000,2017,25565,Petrol,Manual,Mahindra
15661,Toyota Innova 2.5,1450000,2015,120000,Diesel,Manual,BMW
15662,Hyundai Verna 1.6,625000,2016,23000,Petrol,Manual,BMW
15663,Ford Figo Diesel,380000,2015,110000,Diesel,Manual,Maruti
15664,Skoda Rapid 1.5,340000,2012,155000,Diesel,Manual,Hyundai
15665,Maruti Swift Dzire,300000,2012,100000,Petrol,Manual,Hyundai
15666,Renault Lodgy 110PS,700000,2015,80000,Diesel,Manual,Tata
15667,Maruti SX4 ZXI,199000,2007,78250,Petrol,Manual,Ford
15668,Mahindra XUV500 2011-2015,625000,2012,73615,Diesel,Manual,Maruti
15669,BMW 5 Series,3750000,2016,35000,Diesel,Automatic,Maruti
15670,BMW 3 Series,2900000,2016,55202,Diesel,Automatic,Hyundai
15671,Maruti Celerio VXI,490000,2016,22169,Petrol,Automatic,Nissan
15672,Hyundai Verna 1.6,525000,2014,40000,Diesel,Manual,Honda
15673,Hyundai Verna 1.6,495000,2012,42981,Diesel,Automatic,Lexus
15674,Tata Hexa XT,1600000,2018,36000,Diesel,Manual,Maruti
15675,Ford Aspire Titanium,650000,2019,40000,Diesel,Manual,Maruti
15676,Maruti Wagon R,400000,2017,70000,Petrol,Automatic,Ford
15677,Maruti Swift VDI,430000,2013,90000,Diesel,Manual,Maruti
15678,Hyundai i20 Asta,650000,2015,120000,Diesel,Manual,Mercedes-Benz
15679,Mahindra e2o T2,360000,2015,42862,Electric,Automatic,Mahindra
15680,Nissan Micra XV,509999,2016,17000,Petrol,Automatic,Mercedes-Benz
15681,Honda Jazz 1.5,595000,2015,70100,Diesel,Manual,Fiat
15682,Lexus ES 300h,3990000,2018,28000,Petrol,Automatic,Hyundai
15683,Maruti Ertiga ZXI,675000,2015,40000,Petrol,Manual,Hyundai
15684,Maruti Ciaz VXi,650000,2016,52000,Petrol,Manual,Jeep
15685,Ford Ecosport 2015-2021,875000,2016,82706,Diesel,Manual,Renault
15686,Maruti Swift VDI,630000,2017,83000,Diesel,Manual,Tata
15687,Mercedes-Benz C-Class 220,1395000,2012,48900,Diesel,Automatic,Hyundai
15688,Mahindra XUV500 W11,1898999,2018,20306,Diesel,Automatic,BMW
15689,Mercedes-Benz M-Class ML,1325000,2010,102000,Diesel,Automatic,Fiat
15690,Fiat Grande Punto,250000,2012,80000,Diesel,Manual,Maruti
15691,Hyundai i10 Sportz,245000,2012,43940,Petrol,Manual,Maruti
15692,Hyundai Grand i10,380000,2017,140000,Petrol,Manual,Maruti
15693,Jeep Compass 1.4,1600000,2019,30000,Petrol,Automatic,Renault
15694,Renault Duster 110PS,690000,2015,93292,Diesel,Manual,Honda
15695,Tata Manza Club,225999,2013,150000,Diesel,Manual,Maruti
15696,Hyundai i10 Sportz,375000,2010,60000,Petrol,Automatic,Maruti
15697,BMW 5 Series,2600000,2015,65000,Diesel,Automatic,Maruti
15698,Fiat Linea Emotion,430000,2011,52000,Petrol,Manual,Chevrolet
15699,Maruti Ertiga VDI,640000,2014,77000,Diesel,Manual,Maruti
15700,Maruti Ignis 1.2,575000,2017,35000,Petrol,Manual,Land
15701,Maruti Ritz VXi,375000,2015,35000,Petrol,Manual,Honda
15702,Renault Duster 110PS,375000,2012,68000,Diesel,Manual,Maruti
15703,Honda City V,850000,2018,40000,Petrol,Manual,Chevrolet
15704,Maruti Swift Dzire,450000,2016,80000,Petrol,Manual,Volkswagen
15705,Maruti Swift Dzire,645000,2017,8000,Petrol,Manual,Mahindra
15706,Maruti Ciaz 1.4,775000,2017,26000,Petrol,Manual,Mercedes-Benz
15707,Chevrolet Captiva LT,545000,2011,100000,Diesel,Manual,Maruti
15708,Maruti Baleno Delta,610000,2016,42700,Petrol,Manual,Mercedes-Benz
15709,Land Rover Range,2400000,2014,52000,Diesel,Automatic,Nissan
15710,Honda Jazz 1.2,600000,2016,30000,Petrol,Manual,Mahindra
15711,Maruti Ertiga ZDI,786000,2015,72000,Diesel,Manual,Ford
15712,Chevrolet Aveo U-VA,100000,2009,97980,Petrol,Manual,Honda
15713,Volkswagen Polo 1.5,425000,2015,70000,Diesel,Manual,Hyundai
15714,Mahindra Bolero Power,950000,2019,37000,Diesel,Manual,Mercedes-Benz
15715,Mercedes-Benz S-Class S,1751000,2010,50000,Petrol,Automatic,Maruti
15716,Maruti SX4 VDI,330000,2011,213000,Diesel,Manual,Honda
15717,Mercedes-Benz GLE Class,4000000,2017,59000,Diesel,Automatic,Maruti
15718,Nissan Terrano XL,700000,2014,90000,Diesel,Manual,Mahindra
15719,Mahindra XUV500 AT,1180000,2016,99110,Diesel,Automatic,Honda
15720,Ford Aspire 1.5,575000,2016,53500,Diesel,Manual,Chevrolet
15721,Honda CR-V 2.0,3200000,2018,13868,Petrol,Automatic,Ford
15722,Hyundai i10 Magna,395000,2013,94952,Petrol,Manual,Maruti
15723,Mercedes-Benz C-Class C,3200000,2018,15000,Diesel,Automatic,Ford
15724,Maruti Wagon R,285000,2013,30000,Petrol,Manual,Volkswagen
15725,Honda Mobilio S,540000,2016,24000,Petrol,Manual,Mahindra
15726,Maruti Wagon R,250000,2011,20000,Petrol,Manual,Honda
15727,Mahindra Marazzo M2,680000,2018,100000,Diesel,Manual,Hyundai
15728,Honda BRV i-VTEC,875000,2016,47000,Petrol,Manual,Maruti
15729,Chevrolet Optra Magnum,315000,2011,85000,Diesel,Manual,Audi
15730,Ford Ecosport 1.5,525000,2013,64000,Diesel,Manual,Nissan
15731,Maruti Swift 1.3,340000,2008,40000,Petrol,Manual,Maruti
15732,Ford Ecosport 2015-2021,670000,2016,35000,Petrol,Manual,Toyota
15733,Volkswagen Polo 2015-2019,750000,2018,9339,Petrol,Manual,Maruti
15734,Mahindra Bolero DI,380000,2010,40000,Diesel,Manual,Maruti
15735,Honda Amaze S,375000,2014,57258,Diesel,Manual,Toyota
15736,Hyundai Grand i10,530000,2015,39048,Petrol,Manual,Maruti
15737,Maruti Vitara Brezza,890000,2018,22000,Diesel,Manual,Mahindra
15738,Audi A4 2.0,1350000,2014,98300,Diesel,Automatic,Honda
15739,Nissan Micra Diesel,350000,2011,100000,Diesel,Manual,Maruti
15740,Maruti Ertiga VXI,875000,2018,11128,CNG,Manual,Maruti
15741,Toyota Etios V,285000,2011,70105,Petrol,Manual,Jaguar
15742,Maruti Alto 800,279000,2017,46871,Petrol,Manual,Maruti
15743,Maruti Swift Dzire,615000,2015,60000,Diesel,Manual,Maruti
15744,Toyota Innova Crysta,1495000,2016,100000,Diesel,Manual,Renault
15745,Maruti Swift Dzire,600000,2017,50000,Diesel,Manual,Maruti
15746,Mahindra Xylo D2,400000,2010,120000,Diesel,Manual,Maruti
15747,Honda CR-V 2.4L,1750000,2017,55000,Petrol,Automatic,Honda
15748,Maruti Swift Dzire,325000,2012,110000,Diesel,Manual,Toyota
15749,Maruti Ertiga SHVS,881000,2017,51234,Diesel,Manual,Mahindra
15750,Jaguar XF 2.2,2500000,2015,90000,Diesel,Automatic,Honda
15751,Maruti Omni 8,310000,2016,12581,Petrol,Manual,Tata
15752,Maruti S-Presso VXI,500000,2021,5000,Petrol,Manual,Chevrolet
15753,Renault Duster 110PS,350000,2013,120000,Diesel,Manual,Maruti
15754,Maruti Wagon R,295000,2015,55000,CNG,Manual,Honda
15755,Maruti Eeco 5,335000,2015,50000,Petrol,Manual,Maruti
15756,Honda City 1.5,281000,2009,80000,Petrol,Automatic,Maruti
15757,Toyota Innova Crysta,1800000,2017,60000,Diesel,Automatic,Chevrolet
15758,Mahindra Scorpio VLX,478000,2012,69934,Diesel,Manual,Maruti
15759,Honda WR-V i-VTEC,650000,2017,15000,Petrol,Manual,Maruti
15760,Tata Safari 2005-2017,330000,2012,90000,Diesel,Manual,Hyundai
15761,Chevrolet Enjoy TCDi,350000,2014,78500,Diesel,Manual,Maruti
15762,Maruti Swift Dzire,360000,2010,156000,Diesel,Manual,Hyundai
15763,Honda Amaze VX,650000,2018,25000,Petrol,Manual,Maruti
15764,Maruti Ertiga ZXI,1044999,2019,15000,Petrol,Manual,Chevrolet
15765,Maruti Wagon R,295000,2015,35000,Petrol,Manual,Maruti
15766,Chevrolet Beat Diesel,140000,2013,65000,Diesel,Manual,Maruti
15767,Maruti Swift Dzire,300000,2013,70000,Diesel,Manual,Skoda
15768,Maruti Swift VXI,525000,2016,51000,Petrol,Manual,Honda
15769,Hyundai Grand i10,380000,2017,60000,Petrol,Manual,Maruti
15770,Maruti Swift Dzire,640000,2016,50125,Petrol,Manual,Honda
15771,Hyundai i20 1.4,500000,2012,90000,Diesel,Manual,Honda
15772,Maruti Eeco 5,345000,2019,30000,Petrol,Manual,Maruti
15773,Chevrolet Beat Diesel,270000,2012,104760,Diesel,Manual,Skoda
15774,Maruti Ertiga VXI,775000,2017,49000,CNG,Manual,Tata
15775,Maruti Ignis Delta,545000,2017,24000,Petrol,Automatic,Chevrolet
15776,Skoda Rapid 1.5,835000,2018,39000,Diesel,Manual,Tata
15777,Honda City S,325000,2011,71000,Petrol,Manual,Hyundai
15778,Maruti Swift AMT,695000,2018,19000,Petrol,Automatic,Hyundai
15779,Honda BRV i-DTEC,950000,2017,24000,Diesel,Manual,Hyundai
15780,Honda City i,700000,2016,58000,Petrol,Manual,Maruti
15781,Maruti Swift Dzire,632000,2019,20000,Petrol,Manual,Maruti
15782,Skoda Superb Elegance,731000,2013,63500,Diesel,Automatic,Tata
15783,Tata Hexa XT,1250000,2017,30000,Diesel,Manual,Tata
15784,Chevrolet Spark 1.0,150000,2013,70000,Petrol,Manual,Hyundai
15785,Tata Hexa XMA,1200000,2018,47000,Diesel,Automatic,Audi
15786,Hyundai Grand i10,396000,2014,60000,Petrol,Manual,BMW
15787,Hyundai Grand i10,416000,2014,165000,Diesel,Manual,Skoda
15788,Hyundai Xcent 1.2,540000,2016,55371,Petrol,Manual,Mercedes-Benz
15789,Maruti Swift Dzire,450000,2012,77775,Diesel,Manual,Maruti
15790,Maruti Baleno Delta,700000,2017,60000,Diesel,Manual,Toyota
15791,Tata Indica eLS,110000,2014,70000,Diesel,Manual,Honda
15792,Tata Indigo LX,450000,2017,70000,Diesel,Manual,Maruti
15793,Hyundai Creta 1.6,1335000,2017,17550,Diesel,Manual,Mercedes-Benz
15794,Audi A6 2.0,2150000,2014,76000,Diesel,Automatic,Hyundai
15795,BMW X3 xDrive20d,2150000,2014,66000,Diesel,Automatic,Mitsubishi
15796,Skoda Superb LK,1850000,2016,59000,Petrol,Automatic,Toyota
15797,Mercedes-Benz GLE Class,5800000,2019,27000,Diesel,Automatic,Maruti
15798,Maruti Ciaz VDi,725000,2016,47000,Diesel,Manual,Ford
15799,Toyota Fortuner 4x4,2200000,2015,110000,Diesel,Automatic,Maruti
15800,Honda City i,800000,2015,40000,Petrol,Manual,Mahindra
15801,Maruti Celerio VXI,470000,2016,60000,Petrol,Automatic,Skoda
15802,Mercedes-Benz C-Class C,1090000,2011,80000,Diesel,Automatic,Hyundai
15803,Hyundai i20 1.2,675000,2018,9300,Petrol,Manual,Maruti
15804,Mitsubishi Outlander 2.4,875000,2013,78000,Petrol,Automatic,Honda
15805,Toyota Innova Crysta,1764999,2017,29244,Diesel,Automatic,Maruti
15806,Maruti Alto K10,265000,2015,75000,Petrol,Manual,Maruti
