,full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual,company
15424,Ford Figo 1.5D Titanium MT,540000,2015,60217,25.83,1498,99,5,0,0,1,0,0,0,1,Ford
15425,Hyundai Xcent 1.2 VTVT S,550000,2018,25697,20.14,1197,81.86,5,0,0,0,0,0,1,1,Hyundai
15426,Tata Harrier XZ BSIV,1750000,2019,15000,17,1956,138.1,5,1,0,1,0,0,0,1,Tata
15427,Maruti Wagon R LXI BSIII,145000,2008,67000,14,1061,64,5,0,0,0,0,0,1,1,Maruti
15428,Mercedes-Benz C-Class C 220 CDI BE Avantgarde,1275000,2013,72000,14.84,2143,167.62,5,0,0,1,0,0,0,0,Mercedes-Benz
15429,Hyundai i20 Sportz 1.2,565000,2016,60000,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
15430,BMW 7 Series 730Ld DPE,2300000,2012,36000,17.66,2993,261.49,4,0,0,1,0,0,0,0,BMW
15431,Toyota Fortuner 2016-2021 2.8 4WD MT BSIV,2975000,2017,44510,14.24,2755,174.5,7,0,0,1,0,0,0,1,Toyota
15432,Hyundai Grand i10 Sportz,434999,2014,38956,18.9,1197,82,5,0,0,0,0,0,1,1,Hyundai
15433,Maruti Ciaz AT ZXi Plus,675000,2015,39000,19.12,1373,91.1,5,0,0,0,0,0,1,0,Maruti
15434,Honda Amaze S i-Vtech,350000,2013,28000,18,1198,86.7,5,1,0,0,0,0,1,1,Honda
15435,Chevrolet Beat Option Pack,335000,2013,29000,18.6,1199,79.4,5,0,0,0,0,0,1,1,Chevrolet
15436,Hyundai EON D Lite,197000,2012,46666,21.1,814,55.2,5,1,0,0,0,0,1,1,Hyundai
15437,Maruti Wagon R VXI,313000,2013,33000,18.9,998,67.1,5,0,0,0,0,0,1,1,Maruti
15438,Honda City i VTEC CVT VX,825000,2016,48200,18,1497,117.3,5,0,0,0,0,0,1,0,Honda
15439,Maruti Alto 800 LXI,265000,2016,40000,22.74,796,47.3,5,1,0,0,0,0,1,1,Maruti
15440,Toyota Innova 2.5 G (Diesel) 7 Seater,560000,2009,160000,12.99,2494,100.6,7,0,0,1,0,0,0,1,Toyota
15441,Mercedes-Benz C-Class 220 CDI AT,2399000,2015,37000,14.84,2143,170,5,0,0,1,0,0,0,0,Mercedes-Benz
15442,Maruti Swift Dzire ZDI,520000,2014,93000,23.4,1248,74,5,1,0,1,0,0,0,1,Maruti
15443,Maruti 800 AC,45000,2007,100000,16.1,796,37,4,1,0,0,0,0,1,1,Maruti
15444,Ford Aspire 1.5 TDCi Titanium Plus,844999,2019,5837,25.83,1498,99,5,0,0,1,0,0,0,1,Ford
15445,Audi R8 4.2 FSI Quattro R Tronic,4200000,2009,28000,8.5,4163,423.7,2,0,0,0,0,0,1,0,Audi
15446,Maruti Swift VDI,349000,2011,83000,22.9,1248,74,5,0,0,1,0,0,0,1,Maruti
15447,Maruti Alto LX,75000,2003,90000,19.7,796,46.3,5,1,0,0,0,0,1,1,Maruti
15448,Hyundai i20 Sportz Diesel,325000,2011,78000,23,1396,90,5,0,0,1,0,0,0,1,Hyundai
15449,Ford Figo 1.2P Base MT,340000,2016,61304,18.16,1196,86.8,5,0,0,0,0,0,1,1,Ford
15450,Maruti Swift Dzire ZDI Plus,925000,2019,22000,28.4,1248,74.02,5,0,0,1,0,0,0,1,Maruti
15451,Maruti Alto 800 LXI,295000,2018,40000,24.7,796,47.3,5,1,0,0,0,0,1,1,Maruti
15452,Hyundai i10 Sportz,300000,2009,95721,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
15453,Maruti A-Star VXI Airbag,299000,2013,70000,19,998,66.1,5,0,0,0,0,0,1,1,Maruti
15454,Maruti Swift Dzire Vdi BSIV,385000,2011,76000,19.3,1248,73.9,5,1,0,1,0,0,0,1,Maruti
15455,Hyundai i20 Magna Optional 1.2,425000,2014,37000,18.5,1197,82.9,5,0,0,0,0,0,1,1,Hyundai
15456,Hyundai i20 Asta (o),395000,2012,50000,17,1197,80,5,0,0,0,0,0,1,1,Hyundai
15457,Honda Jazz 1.2 V AT i VTEC,610000,2015,31700,19,1199,88.7,5,0,0,0,0,0,1,0,Honda
15458,Mercedes-Benz E-Class Exclusive E 220 d BSIV,5000000,2018,25000,16.1,1950,191.7,5,1,0,1,0,0,0,0,Mercedes-Benz
15459,Mahindra Scorpio S11 BSIV,1465000,2017,22500,16.36,2179,140,7,1,0,1,0,0,0,1,Mahindra
15460,Hyundai Xcent 1.1 CRDi S,425000,2017,132000,24.4,1120,71,5,1,0,1,0,0,0,1,Hyundai
15461,Maruti Swift Dzire VXI 1.2,600000,2018,30000,21.21,1197,81.8,5,1,0,0,0,0,1,1,Maruti
15462,Honda Jazz 1.2 VX i VTEC,484999,2015,63000,18.7,1199,88.7,5,0,0,0,0,0,1,1,Honda
15463,Maruti Wagon R VXI 1.2 BSIV,290000,2011,12000,21.5,1197,81.8,5,0,0,0,0,0,1,1,Maruti
15464,Hyundai Verna 1.6 CRDI AT SX Option,434999,2011,66600,19.08,1582,126.2,5,0,0,1,0,0,0,0,Hyundai
15465,Maruti Swift Dzire AMT ZDI,799000,2018,28229,28.4,1248,74.02,5,0,0,1,0,0,0,0,Maruti
15466,Hyundai Verna 1.6 i ABS,200000,2007,34000,13.9,1599,103.2,5,0,0,0,0,0,1,1,Hyundai
15467,Maruti Swift Dzire VDI,650000,2015,68393,26.59,1248,74,5,0,0,1,0,0,0,1,Maruti
15468,Maruti Ciaz VXi Plus,550000,2015,42000,20.73,1373,91.1,5,0,0,0,0,0,1,1,Maruti
15469,Honda City i-DTEC ZX,1225000,2018,43181,25.6,1498,97.9,5,0,0,1,0,0,0,1,Honda
15470,Maruti Ciaz AT ZXi,795000,2017,21000,19.12,1373,91.1,5,0,0,0,0,0,1,0,Maruti
15471,Maruti Ignis 1.2 Delta BSIV,470000,2018,10000,20.89,1197,81.8,5,1,0,0,0,0,1,1,Maruti
15472,Maruti Celerio VXI AT,470000,2016,20000,23.1,998,67.04,5,0,0,0,0,0,1,0,Maruti
15473,Maruti Eeco 5 Seater AC BSIV,420000,2019,4000,15.37,1196,73,5,1,0,0,0,0,1,1,Maruti
15474,Honda City 1.5 V MT Sunroof,850000,2017,74000,16.8,1497,116.3,5,0,0,0,0,0,1,1,Honda
15475,Audi A6 35 TDI Premium,2600000,2016,45000,17.68,1968,174.33,5,0,0,1,0,0,0,0,Audi
15476,Hyundai Verna 1.6 CRDI,475000,2013,60000,22.32,1582,126.3,5,1,0,1,0,0,0,1,Hyundai
15477,Tata Sumo Gold EX BSIII,400000,2014,70000,14.07,2956,69.01,7,1,0,1,0,0,0,1,Tata
15478,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,649000,2019,9000,18.78,999,75,5,0,0,0,0,0,1,1,Volkswagen
15479,Toyota Innova 2.5 GX 7 STR BSIV,775000,2012,180000,12.8,2494,102,7,1,0,1,0,0,0,1,Toyota
15480,Jeep Compass 2.0 Limited Option,1789999,2017,42000,17.1,1956,170,5,0,0,1,0,0,0,1,Jeep
15481,Maruti Alto K10 VXI,376000,2017,2700,23.95,998,67.05,5,0,0,0,0,0,1,1,Maruti
15482,Mitsubishi Pajero 2.8 GLX CRZ,350000,2006,120000,10.5,2835,107.2,6,1,0,1,0,0,0,1,Mitsubishi
15483,Renault Duster 110PS Diesel RxZ,550000,2013,90000,19.01,1461,108.45,5,1,0,1,0,0,0,1,Renault
15484,Mercedes-Benz GLA Class 200 d Style,1499000,2015,58000,17.9,2143,136,5,0,0,1,0,0,0,0,Mercedes-Benz
15485,Hyundai Elantra CRDi SX AT,1395000,2016,27000,19.5,1582,126.24,5,0,0,1,0,0,0,0,Hyundai
15486,Ford Figo Diesel Titanium,335000,2011,65000,20,1399,68,5,0,0,1,0,0,0,1,Ford
15487,Maruti Swift Dzire LDI,310000,2008,112000,23.4,1248,74,5,0,0,1,0,0,0,1,Maruti
15488,Skoda Rapid 1.5 TDI AT Style Plus,725000,2016,23000,21.66,1498,103.52,5,0,0,1,0,0,0,0,Skoda
15489,Mahindra XUV500 W4 1.99 mHawk,900000,2016,36000,16,1997,140,7,1,0,1,0,0,0,1,Mahindra
15490,Maruti Swift Dzire VDI,750000,2019,35000,28.4,1248,74.02,5,1,0,1,0,0,0,1,Maruti
15491,BMW Z4 2009-2013 35i,3300000,2011,24000,10.37,2979,306,2,0,0,0,0,0,1,0,BMW
15492,Maruti Celerio ZXI AMT,595000,2019,25202,21.63,998,67.04,5,0,0,0,0,0,1,0,Maruti
15493,Honda City i DTEC V,550000,2015,80000,26,1498,98.6,5,1,0,1,0,0,0,1,Honda
15494,Maruti Swift Ldi BSIII,210000,2008,100000,17.8,1248,75,5,1,0,1,0,0,0,1,Maruti
15495,Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,2250000,2014,95000,12.07,2967,241.4,7,0,0,1,0,0,0,0,Audi
15496,Audi A4 35 TDI Technology Edition,1775000,2015,28000,17.11,1968,174.33,5,0,0,1,0,0,0,0,Audi
15497,Honda City S,415000,2012,57000,16.8,1497,116.4,5,0,0,0,0,0,1,1,Honda
15498,Maruti Wagon R VXI,265000,2012,68000,21.79,998,67.05,5,0,0,0,0,0,1,1,Maruti
15499,Mahindra Renault Logan 1.5 DLE Diesel,320000,2007,10000,19.2,1461,65,5,1,0,1,0,0,0,1,Mahindra
15500,Mahindra XUV500 W6 2WD,994999,2016,37000,16,2179,140,7,0,0,1,0,0,0,1,Mahindra
15501,Skoda Octavia 2.0 TDI AT L K,2075000,2018,66850,19.5,1968,141,5,0,0,1,0,0,0,0,Skoda
15502,Honda City i DTEC VX,655000,2014,68900,25.1,1498,98.6,5,0,0,1,0,0,0,1,Honda
15503,Maruti Swift VDI,495000,2012,78231,22.9,1248,74,5,0,0,1,0,0,0,1,Maruti
15504,Volkswagen Polo Diesel Highline 1.2L,385000,2012,91000,22.07,1199,73.9,5,0,0,1,0,0,0,1,Volkswagen
15505,Maruti Swift Dzire VXI 1.2,300000,2018,30000,21.21,1197,81.8,5,1,0,0,0,0,1,1,Maruti
15506,Hyundai Grand i10 1.2 Kappa Magna BSIV,434999,2017,33000,18.9,1197,81.86,5,0,0,0,0,0,1,1,Hyundai
15507,Honda Amaze SX i-DTEC,450000,2016,53000,25.8,1498,98.6,5,1,0,1,0,0,0,1,Honda
15508,Renault Duster 85PS Diesel RxZ,700000,2016,62000,19.87,1461,83.8,5,1,0,1,0,0,0,1,Renault
15509,Maruti Vitara Brezza ZDi Plus,944999,2017,45000,24.3,1248,88.5,5,0,0,1,0,0,0,1,Maruti
15510,Maruti Baleno Delta 1.2,480000,2017,20000,21.4,1197,83.1,5,1,0,0,0,0,1,1,Maruti
15511,Maruti Eeco 7 Seater Standard BSIV,285000,2011,93456,15.37,1196,73,7,0,0,0,0,0,1,1,Maruti
15512,Tata Tiago 1.2 Revotron XE,365000,2016,31000,23.84,1199,84,5,0,0,0,0,0,1,1,Tata
15513,Ford Mustang V8,6300000,2018,30000,13,4951,395,4,0,0,0,0,0,1,0,Ford
15514,Ford Figo Diesel ZXI,250999,2012,151000,20,1399,68,5,1,0,1,0,0,0,1,Ford
15515,Maruti Wagon R LXI CNG,315000,2012,68000,26.2,998,58.2,5,0,0,0,0,0,0,1,Maruti
15516,Ford Aspire 1.5 TDCi Titanium,500000,2017,70000,25.83,1498,99,5,1,0,1,0,0,0,1,Ford
15517,Tata Nano XTA,335000,2018,6274,21.9,624,37.48,4,0,0,0,0,0,1,0,Tata
15518,Maruti SX4 S Cross DDiS 320 Alpha,590000,2016,38000,22.7,1598,118,5,0,0,1,0,0,0,1,Maruti
15519,BMW 6 Series GT 630d Luxury Line,6500000,2019,9000,17.09,2993,261.4,4,0,0,1,0,0,0,0,BMW
15520,Mahindra Quanto C6,320000,2015,79354,17.21,1493,100,7,0,0,1,0,0,0,1,Mahindra
15521,Hyundai Verna VTVT 1.6 SX,915000,2018,30000,17,1591,121.3,5,0,0,0,0,0,1,1,Hyundai
15522,Mahindra Scorpio 2.6 LX,475000,2010,93000,10.5,2179,120,8,0,0,1,0,0,0,1,Mahindra
15523,Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,1775000,2018,29000,13.68,2393,147.8,7,0,0,1,0,0,0,1,Toyota
15524,Volkswagen Tiguan 2.0 TDI Highline,2400000,2017,80000,16.65,1968,141,5,1,0,1,0,0,0,0,Volkswagen
15525,Mahindra Marazzo M6 8Str,1100000,2018,38000,17.3,1497,121,8,1,0,1,0,0,0,1,Mahindra
15526,Maruti Celerio X VXI,475000,2019,15230,21.63,998,67.05,5,0,0,0,0,0,1,1,Maruti
15527,Audi Q3 2.0 TDI,1989999,2014,71618,17.32,1968,150,5,0,0,1,0,0,0,0,Audi
15528,Maruti Alto LX,100000,2006,121153,19.7,796,46.3,5,0,0,0,0,0,1,1,Maruti
15529,Skoda Rapid 1.6 TDI Ambition,500000,2013,40000,20.5,1598,103.5,5,1,0,1,0,0,0,1,Skoda
15530,Maruti Vitara Brezza ZDi Plus,800000,2016,50000,24.3,1248,88.5,5,0,0,1,0,0,0,1,Maruti
15531,Toyota Fortuner 2016-2021 2.8 4WD AT BSIV,3175000,2018,96644,15.04,2755,174.5,7,0,0,1,0,0,0,0,Toyota
15532,Land Rover Range Rover LWB 4.4 SDV8 Vogue SE,4000000,2012,158648,11.49,4367,335.3,5,0,0,1,0,0,0,0,Land
15533,Renault KWID 1.0 RXT AMT BSIV,425000,2019,8500,24.04,999,67,5,0,0,0,0,0,1,0,Renault
15534,Maruti Celerio ZXI AT,459999,2015,35000,23.1,998,67.04,5,0,0,0,0,0,1,0,Maruti
15535,Toyota Fortuner 4x2 AT TRD Sportivo,1175000,2012,75000,12.55,2982,168.7,7,0,0,1,0,0,0,0,Toyota
15536,Maruti Ertiga ZDI,730000,2013,74000,20.77,1248,88.8,7,0,0,1,0,0,0,1,Maruti
15537,Maruti Omni 5 Str STD,160000,2008,45000,14,796,35,5,0,0,0,0,0,1,1,Maruti
15538,Maruti Swift VVT VXI,499000,2017,19072,22,1197,81.8,5,0,0,0,0,0,1,1,Maruti
15539,Hyundai i10 Magna,240000,2008,90000,20.36,1197,78.9,5,1,0,0,0,0,1,1,Hyundai
15540,Maruti Ertiga ZDI,675000,2012,48475,20.77,1248,88.8,7,0,0,1,0,0,0,1,Maruti
15541,Ford Ecosport 1.5 Ti VCT AT Titanium,535000,2013,50000,16.5,1499,110,5,0,0,0,0,0,1,0,Ford
15542,Hyundai i10 Sportz Option,375000,2011,82000,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
15543,Nissan Micra Diesel XV,100000,2010,50000,23.08,1461,63.1,5,1,0,1,0,0,0,1,Nissan
15544,Jaguar XF 2.0 Diesel Pure,3500000,2017,7600,19.33,1999,177,5,0,0,1,0,0,0,0,Jaguar
15545,Hyundai i20 Active 1.4 SX Dual Tone,725000,2016,34000,21.19,1396,88.73,5,0,0,1,0,0,0,1,Hyundai
15546,Maruti SX4 S Cross DDiS 200 Zeta,900000,2017,70000,23.65,1248,88.5,5,1,0,1,0,0,0,1,Maruti
15547,Maruti Ertiga VXI CNG,650000,2014,55392,22.8,1373,80.9,7,0,0,0,0,0,0,1,Maruti
15548,Maruti Celerio ZXI AT,500000,2016,30000,23.1,998,67.04,5,1,0,0,0,0,1,0,Maruti
15549,Hyundai i10 Magna 1.2,200000,2009,50000,20.36,1197,78.9,5,1,0,0,0,0,1,1,Hyundai
15550,Mercedes-Benz CLA 200 CDI Sport,2550000,2017,47000,17.9,2143,136,5,1,0,1,0,0,0,0,Mercedes-Benz
15551,Mahindra XUV500 W6 2WD,1199000,2016,38988,16,2179,140,7,0,0,1,0,0,0,1,Mahindra
15552,Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,750000,2017,36600,22.77,1498,98.59,5,1,0,1,0,0,0,1,Ford
15553,Honda Amaze VX i-DTEC,860000,2018,43772,25.8,1498,98.6,5,0,0,1,0,0,0,1,Honda
15554,Maruti Baleno Alpha 1.3,690000,2016,55368,27.39,1248,74,5,0,0,1,0,0,0,1,Maruti
15555,Volkswagen Polo GT TDI,380000,2013,35000,19.7,1598,103.6,5,1,0,1,0,0,0,1,Volkswagen
15556,Nissan Sunny XV,350000,2011,119579,16.95,1498,97.7,5,0,0,0,0,0,1,1,Nissan
15557,Audi Q3 2.0 TDI Quattro Premium Plus,1525000,2013,95300,15.73,1968,174.33,5,0,0,1,0,0,0,0,Audi
15558,Hyundai Grand i10 CRDi Magna,345000,2015,50000,24,1120,70,5,1,0,1,0,0,0,1,Hyundai
15559,Maruti Wagon R LXI,235000,2013,57000,21.79,998,67.05,5,0,0,0,0,0,1,1,Maruti
15560,Mahindra KUV 100 mFALCON G80 K8 5str,400000,2017,30000,18.15,1198,82,5,1,0,0,0,0,1,1,Mahindra
15561,Maruti Ertiga ZDI,630000,2013,74840,20.77,1248,88.8,7,0,0,1,0,0,0,1,Maruti
15562,Maruti Vitara Brezza ZDi,664000,2016,120000,24.3,1248,88.5,5,1,0,1,0,0,0,1,Maruti
15563,Audi Q3 35 TDI Quattro Technology,3100000,2019,13000,15.17,1968,181,5,0,0,1,0,0,0,0,Audi
15564,Honda WR-V i-VTEC VX,781000,2017,15200,17.5,1199,88.7,5,0,0,0,0,0,1,1,Honda
15565,Maruti Swift VXI Optional,428000,2015,70000,20.4,1197,81.8,5,1,0,0,0,0,1,1,Maruti
15566,Maruti Swift DDiS VDI,555000,2015,82000,28.4,1248,74,5,0,0,1,0,0,0,1,Maruti
15567,Toyota Etios G,550000,2016,5000,16.78,1496,88.73,5,1,0,0,0,0,1,1,Toyota
15568,Maruti Celerio VXI AMT BSIV,450000,2017,15996,23.1,998,67.04,5,0,0,0,0,0,1,0,Maruti
15569,Hyundai i20 Asta Option BSIV,770000,2019,25000,18.6,1197,81.86,5,1,0,0,0,0,1,1,Hyundai
15570,Maruti Wagon R LX,110000,2004,48500,18.9,998,67.1,5,0,0,0,0,0,1,1,Maruti
15571,Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,2100000,2017,44000,13.68,2393,147.8,7,1,0,1,0,0,0,1,Toyota
15572,Volkswagen Vento 1.2 TSI Highline AT,625000,2015,44300,16.93,1197,103.2,5,0,0,0,0,0,1,0,Volkswagen
15573,Maruti Swift Dzire VDI,475000,2015,28375,26.59,1248,74,5,0,0,1,0,0,0,1,Maruti
15574,Maruti Swift Dzire LXi,330000,2012,29548,17.5,1298,85.8,5,0,0,0,0,0,1,1,Maruti
15575,Renault KWID Climber 1.0 MT Opt BSIV,400000,2019,15000,23.01,999,67,5,1,0,0,0,0,1,1,Renault
15576,Maruti Wagon R AMT VXI,395000,2016,39000,20.51,998,67,5,1,0,0,0,0,1,0,Maruti
15577,Chevrolet Beat LT,140000,2011,110000,18.6,1199,79.4,5,1,0,0,0,0,1,1,Chevrolet
15578,BMW 5 Series 520d Prestige,1850000,2015,52000,18.12,1995,190,5,0,0,1,0,0,0,0,BMW
15579,Maruti Vitara Brezza VDi Option,680000,2016,40000,24.3,1248,88.5,5,1,0,1,0,0,0,1,Maruti
15580,Skoda Superb 2.8 V6 AT,385000,2010,72000,9.3,2771,193.1,5,0,0,0,0,0,1,0,Skoda
15581,Hyundai i10 Magna 1.1L,350000,2016,59265,19.81,1086,68.05,5,0,0,0,0,0,1,1,Hyundai
15582,Maruti Wagon R VXI Minor,165000,2008,44000,18.9,1061,67,5,0,0,0,0,0,1,1,Maruti
15583,Tata Nano XTA,275000,2017,8000,21.9,624,37.48,4,0,0,0,0,0,1,0,Tata
15584,Maruti Swift Dzire VDi,675000,2016,40000,19.3,1248,73.9,5,0,0,1,0,0,0,1,Maruti
15585,Maruti Swift VVT ZXI,525000,2016,70000,22,1197,81.8,5,0,0,0,0,0,1,1,Maruti
15586,Maruti Swift VDI BSIV,625000,2017,58000,25.2,1248,74,5,0,0,1,0,0,0,1,Maruti
15587,Hyundai i20 Magna 1.2,560000,2017,9653,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
15588,Maruti Alto K10 LXI CNG Optional,325000,2016,31000,32.26,998,58.2,4,0,0,0,0,0,0,1,Maruti
15589,Hyundai i20 1.4 CRDi Asta,318000,2011,30680,23,1396,90,5,0,0,1,0,0,0,1,Hyundai
15590,Maruti Celerio VXI,409999,2018,20067,21.63,998,67.04,5,0,1,0,0,0,1,1,Maruti
15591,Maruti Swift VDI,525000,2015,82250,28.4,1248,74,5,0,0,1,0,0,0,1,Maruti
15592,Hyundai Grand i10 AT Asta,490000,2015,49000,18.9,1197,82,5,0,0,0,0,0,1,0,Hyundai
15593,Maruti Swift Dzire ZXI,725000,2017,58000,20.85,1197,83.14,5,0,0,0,0,0,1,1,Maruti
15594,Chevrolet Beat Diesel LS,170000,2015,185000,25.44,936,56.3,5,1,0,1,0,0,0,1,Chevrolet
15595,BMW X3 xDrive 20d Expedition,3500000,2020,34000,18.56,1995,190,5,0,0,1,0,0,0,0,BMW
15596,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,1900000,2019,19000,11.36,2755,171.5,7,0,0,1,0,0,0,0,Toyota
15597,Renault Lodgy 85PS RxE 7 Seater,430000,2015,152000,21.04,1461,83.8,7,1,0,1,0,0,0,1,Renault
15598,Hyundai Grand i10 1.2 Kappa Sportz BSIV,550000,2017,48000,18.9,1197,81.86,5,0,0,0,0,0,1,1,Hyundai
15599,Maruti Swift Dzire VXI 1.2 BS IV,680000,2017,28221,22,1197,81.8,5,0,0,0,0,0,1,1,Maruti
15600,Hyundai i20 Era Diesel,360000,2012,84000,23,1396,90,5,0,0,1,0,0,0,1,Hyundai
15601,Honda Amaze V Petrol BSIV,825000,2019,20000,19.5,1199,88.76,5,0,0,0,0,0,1,1,Honda
15602,Maruti SX4 ZXI MT BSIV Leather,325000,2010,50200,16.51,1586,103.2,5,0,0,0,0,0,1,1,Maruti
15603,Nissan Sunny Petrol Special Edition,325000,2011,35000,16.95,1498,97.7,5,0,0,0,0,0,1,1,Nissan
15604,Hyundai i10 Era 1.1,190000,2009,81000,19.81,1086,68.05,5,0,0,0,0,0,1,1,Hyundai
15605,Maruti Swift Dzire VDi,325000,2010,70000,19.3,1248,73.9,5,1,0,1,0,0,0,1,Maruti
15606,Maruti Alto K10 2010-2014 VXI,215000,2013,13000,20.92,998,67.1,5,0,0,0,0,0,1,1,Maruti
15607,Nissan Terrano XL Plus 85 PS,521000,2014,56227,20.45,1461,83.8,5,0,0,1,0,0,0,1,Nissan
15608,Honda City i DTEC SV,760000,2015,80000,26,1498,98.6,5,1,0,1,0,0,0,1,Honda
15609,Hyundai i10 Asta Sunroof AT,395000,2012,47000,19.2,1197,80,5,0,0,0,0,0,1,0,Hyundai
15610,Skoda Octavia Active 2.0 TDI MT,750000,2014,106380,20.6,1968,141,5,1,0,1,0,0,0,1,Skoda
15611,Nissan Sunny XL CVT,480000,2015,60000,17.97,1498,99.6,5,1,0,0,0,0,1,0,Nissan
15612,Maruti Baleno Zeta Automatic,650000,2016,23000,21.4,1197,83.1,5,0,0,0,0,0,1,0,Maruti
15613,Tata Zest Quadrajet 1.3 XM,350000,2014,44000,23,1248,88.7,5,0,0,1,0,0,0,1,Tata
15614,Ford Figo 1.5D Titanium MT,575000,2016,55000,25.83,1498,99,5,0,0,1,0,0,0,1,Ford
15615,Maruti Alto 800 VXI Airbag,320000,2015,52000,22.74,796,47.3,5,0,0,0,0,0,1,1,Maruti
15616,Hyundai Verna 1.6 CRDi EX MT,885000,2018,35512,22.32,1582,126.3,5,0,0,1,0,0,0,1,Hyundai
15617,Honda City i VTEC SV,645000,2016,49000,17.8,1497,117.3,5,0,0,0,0,0,1,1,Honda
15618,Maruti Eeco CNG 5 Seater AC,295000,2011,58000,20.88,1196,61.7,5,0,0,0,0,0,0,1,Maruti
15619,Toyota Etios Liva 1.2 VX,545000,2017,35000,17.71,1197,78.9,5,0,0,0,0,0,1,1,Toyota
15620,Tata Sumo Gold EX,610000,2017,40000,15.3,2956,83.83,7,1,0,1,0,0,0,1,Tata
15621,Maruti Celerio ZXI AT,530000,2017,60000,23.1,998,67.04,5,0,0,0,0,0,1,0,Maruti
15622,Maruti Baleno Alpha 1.2,675000,2019,30000,21.4,1197,83.1,5,1,0,0,0,0,1,1,Maruti
15623,Toyota Innova 2.5 G4 Diesel 7-seater,775000,2009,126950,12.8,2494,102,7,0,0,1,0,0,0,1,Toyota
15624,Skoda Octavia Ambition 2.0 TDI AT,915000,2014,40000,19.3,1968,141,5,0,0,1,0,0,0,0,Skoda
15625,Maruti Vitara Brezza ZDi AMT,994999,2018,20900,24.3,1248,88.5,5,0,0,1,0,0,0,0,Maruti
15626,Hyundai i20 1.2 Asta Option,730000,2017,54000,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
15627,Volkswagen Polo Diesel Highline 1.2L,365000,2012,65000,22.07,1199,73.9,5,0,0,1,0,0,0,1,Volkswagen
15628,Maruti Baleno Alpha Automatic,760000,2018,18000,21.4,1197,83.1,5,0,0,0,0,0,1,0,Maruti
15629,BMW 7 Series 750Li,1499000,2010,64000,8.77,4395,402,5,0,0,0,0,0,1,0,BMW
15630,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,1050000,2018,60000,24.3,1248,88.5,5,1,0,1,0,0,0,0,Maruti
15631,Maruti Swift Dzire VDI,540000,2014,76000,23.4,1248,74,5,0,0,1,0,0,0,1,Maruti
15632,Renault KWID AMT RXL,375000,2018,35000,24.04,999,67,5,0,0,0,0,0,1,0,Renault
15633,Hyundai Grand i10 CRDi Sportz,370000,2015,52627,24,1120,70,5,0,0,1,0,0,0,1,Hyundai
15634,Maruti Alto 800 LXI Optional,310000,2017,100000,24.7,796,47.3,5,1,0,0,0,0,1,1,Maruti
15635,Tata Nexon 1.5 Revotorq XT,900000,2019,24000,21.5,1497,108.5,5,0,0,1,0,0,0,1,Tata
15636,Maruti Celerio VXI AT,450000,2015,51118,23.1,998,67.04,5,0,0,0,0,0,1,0,Maruti
15637,Maruti Ertiga VDI,585000,2012,67000,20.77,1248,88.76,7,0,0,1,0,0,0,1,Maruti
15638,Fiat Linea Active (Diesel),160000,2010,60000,20.4,1248,91.2,5,1,0,1,0,0,0,1,Fiat
15639,Ford Freestyle Titanium Petrol BSIV,650000,2018,25000,19,1194,94.68,5,1,0,0,0,0,1,1,Ford
15640,Datsun RediGO T Option,295000,2016,38400,22.7,799,53.64,5,0,0,0,0,0,1,1,Datsun
15641,Hyundai i10 Sportz 1.2,350000,2011,55845,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
15642,Hyundai Verna 1.6 SX,445000,2011,65000,22.32,1582,126.32,5,0,0,1,0,0,0,1,Hyundai
15643,Honda City 1.5 E MT,585000,2012,36905,17,1497,118,5,0,0,0,0,0,1,1,Honda
15644,Datsun RediGO T,170000,2016,30000,22.7,799,53.64,5,1,0,0,0,0,1,1,Datsun
15645,BMW X1 sDrive 20d Sportline,2700000,2017,40800,17.05,1995,184,5,0,0,1,0,0,0,0,BMW
15646,Mercedes-Benz S-Class S 300 L,2575000,2014,35000,13,2987,210,5,0,0,0,0,0,1,0,Mercedes-Benz
15647,Maruti Ertiga SHVS VDI,725000,2017,80000,24.52,1248,88.5,7,1,0,1,0,0,0,1,Maruti
15648,Renault Fluence Diesel E4,600000,2012,95000,21.8,1461,78,5,1,0,1,0,0,0,1,Renault
15649,Chevrolet Sail Hatchback Diesel,295000,2013,74000,22.1,1248,76.9,5,0,0,1,0,0,0,1,Chevrolet
